buff_id,buff_name,buff_detail,buff_sameadd_max,buff_maxtime,buff_interface_show_flag
400120,Divinecraft - Intense Water,Heaven-Earth Echo - Water Enchantment,1,-1.0,0
400121,Divinecraft - Intense Poison,Heaven-Earth Echo - Poison Enchantment,1,-1.0,0
400122,Echo of Sounds · Intense Fire,Heaven-Earth Echo - Fire Enchantment,5,40.0,0
400123,Echo of Sounds: Mighty Water,Heaven and Earth Echo - Water Enchantment,5,40.0,0
400124,Echo of Sounds: Mighty Poison,Heaven and Earth Echo - Poison Enchantment,5,40.0,0
400125,Heaven and Earth Echo: Flame Refresh,,1,-1.0,0
400126,Heaven and Earth Echo: Water Refresh,,1,-1.0,0
400127,Heaven and Earth Echo: Poison Refresh,,1,-1.0,0
400128,Burning,Take HP damage over time,1,8.0,0
400129,Cold,Movement speed and external defense reduced,10,8.0,0
400130,Corrosion,Take Qi damage and bonus elemental attack damage over time,5,8.0,0
400131,Frozen,"Frozen, unable to act",1,8.0,0
400132,Echo of Sounds: Rainbow,"Nameless Sword's #YSpecial Skill [Shadow Step]#E and its #YVaried Combo [Sword Dash]#E both gain empowered #YEnergy Surge#E effect, making the next Drifter's Strike unleash multiple additional sword energy attacks.",1,40.0,0
400133,Echo of Sounds: Shadow,"""Reduce the Endurance cost of Strategic Sword's #YSpecial Skill \""Inner Balance Strike III\""#E by 60%.",1,40.0,0
400134,Echo of Sounds: Dust,"Spring Dreamscape's #YMartial Art Skill \""Scarlet Spin\"" has its cooldown reset and reduced by 10 seconds. Casting it#E is guaranteed to trigger a perfect umbrella catch. Each cast deals 40% bonus damage and restores 10 Fading Crimson.",1,40.0,0
400135,Echo of Sounds · Wind,"""Mortal Rope Dart's #YSpecial Skill Rodent Rampage#E becomes empowered. The summoned Rat deals increased damage—Rat's angry!",1,40.0,0
400136,Echo of Sounds: Jade,"""Reduce the cooldown of Inkwell Fan's #YSpecial Skill \""Peak's Springless Silence\""#E by 9 seconds and increase the damage of #Yaerial follow-up#E by 40%.",1,40.0,0
400137,Echo of Sounds: Rain,"When #YHP is restored to 100%#E, excess HP is automatically converted into a shield. Each repeated conversion resets the shield to full capacity and adds one #YFlowing Flame#E to the umbrella of Soulshade Umbrella's #YSpecial Skill \""Herbal Resonance\""#E. Up to 6 #YFlowing Flames#E may exist at the same time, attacking enemies through unique trails and dealing massive damage.",1,40.0,0
400138,Echo of Sounds: Might,"""Thundercry Blade's #YCharged Heavy Attack \""Mountains' Fall, Earth's Sunder\""#E immediately gains the third stage charge.",1,40.0,0
400139,Echo of Sounds · Jun,"Snow-Slashing Blade's #YSpecial Skill \""Treading Snow\""#E has its cooldown reset. Each cast of #YCharged Light Attack \""Grave Frost\""#E, #YVaried Combo \""Finding Spring\""#E, or Legion Breaker's #YCharged Heavy Attack \""Burning Heart\""#E reduces the cooldown of #YTreading Snow#E by 4 seconds. While #YInner Passion#E is active, #YGrave Frost#E and #YBurning Heart#E charge significantly faster.",1,40.0,0
400140,Artisan's Flame · High-Energy Dust,,1,-1.0,0
400141,Heaven-Earth Echo - Combat Mechanism - Toxic Shockwave Buff,,1,-1.0,0
400142,Heaven-Earth Echo - Combat Mechanism - Release Fire Shockwave,,5,40.0,0
400143,Heaven-Earth Echo - Combat Mechanism - Release Water Shockwave,,5,40.0,0
400144,Heaven-Earth Echo - Combat Mechanism - Release Toxic Shockwave,,5,40.0,0
400145,Heaven-Earth Echo - Combat Mechanism - No Monster Aggro,,1,-1.0,0
400146,Heaven-Earth Echo - High-Energy Dust Internal Cooldown,,1,8.0,0
400147,Artisan's Echo - Overflow Healing to Damage,,1,-1.0,0
410001,Redemption,"Midnight Blades Disciples seek redemption through combat, revealing the Wrathful Form. While Redemption is active, they drain HP through attacks.",1,30.0,0
410003,Awareness,Able to cast Perception Skills.,1,1.5,0
410005,Healing Reduction,,1,-1.0,0
410006,Healing Reduction,,1,-1.0,0
410007,Healing Reduction,,1,-1.0,0
410008,Extra Damage Stacks,,1,-1.0,0
410009,Projectile Immunity,,1,5.0,0
410010,Rodent Rampage,Casting Light Attack summons a rodent to emerge from the ground to perform attacks.,1,-1.0,0
410011,Charging Stance,,1,-1.0,0
410012,No Charge,Able to cast Perception Skills.,1,1.5,0
410014,DMG Reduction,"While charging, gain immunity to crowd control effects and reduce damage taken by 50%.",1,3.0,0
410015,DMG Reduction,"While charging, gain immunity to crowd control effects and reduce damage taken by 80%.",1,3.0,0
410016,Silence,Unable to cast Martial Arts and Mystic Skills.,1,5.0,0
410017,Silence Target,,1,-1.0,0
410018,Covert Action,,1,-1.0,0
410019,Teleport Attack,,1,-1.0,0
410020,Traceless,Hide yourself away to make it more difficult for certain enemies to detect you.,1,600.0,0
410021,Assassination Enhancement,,1,-1.0,0
410022,Charging Stance,,1,-1.0,0
410023,HP Recovery,Restores HP over time.,1,-1.0,0
410024,Qi Regeneration,Restores Qi over time.,1,-1.0,0
410025,Special Skill Enhancement,Enhances next Rodent Rampage cast.,1,-1.0,0
410026,Auto Assist,,1,-1.0,0
410027,Vendetta Token,The special mark of Martial Art #YMortal Rope Dart#E.,1,10.0,0
410028,Traceless,"Hide yourself away to make it more difficult for certain enemies to detect you. During this period, your attacks drain HP.",1,600.0,0
410029,Vendetta Token,,1,15.0,0
410034,Rodent Rampage,Casting Light Attack summons a rodent to emerge from the ground to perform attacks.,1,10.0,0
410035,Rodent Rampage,Casting Light Attack summons a rodent to emerge from the ground to perform attacks. Additional rodents will also automatically attack nearby enemies.,1,10.0,0
410038,Rat damage increases by 50%,Rat damage increases by 50%,1,-1.0,0
411000,Health Regeneration,,1,6.0,0
411001,Momentum Strike,,1,-1.0,0
411002,Momentum Strike,,1,-1.0,0
411003,Momentum Strike,,1,-1.0,0
411004,Momentum Strike,,1,-1.0,0
411005,Momentum Strike,,1,-1.0,0
411006,Momentum Strike,,1,-1.0,0
412001,Rodent Rampage,Casting Light Attack or Infernal Twinblades Martial Style skill summons a rat to emerge from the ground to perform one attack.,1,-1.0,0
412002,Auto Synergy,,1,-1.0,0
412003,Rodent Rampage,Casting Light Attack or Infernal Twinblades' Martial Art Skill summons a Rat to emerge from the ground to perform one attack.,1,10.0,0
412004,Rodent Rampage,Casting Light Attack or Infernal Twinblades' Martial Art Skill summons a Rat to emerge from the ground to perform one attack. Additional Rats will also automatically attack nearby enemies.,1,10.0,0
420000,DMG Reduction,,1,0.8,0
420001,Super Armor,,1,0.35,0
420002,DMG Reduction,,1,0.5,0
420003,DMG Reduction,,1,0.5,0
420004,Transformation,,1,-1.0,0
420005,Invincibility,,1,-1.0,0
420006,Transformation,,1,-1.0,0
420007,Transformation,,1,-1.0,0
420008,Transformation,,1,-1.0,0
420009,Transformation,,1,-1.0,0
420010,Unlock,,1,-1.0,0
420011,Propulsion,,1,1.2,0
420012,Formless,,1,-1.0,0
420013,Turn off Physics,,1,3.0,0
420014,Hide the interface.,,1,-1.0,0
420015,Invincibility,,1,1.0,0
420016,Cowardice Penalty,"During boss battles, each time a teammate flees from combat due to cowardice, the boss's damage will increase!",10,-1.0,0
420017,Super Armor,,1,3.5,0
420018,Invisibility,,1,,0
420019,Revive,,1,0.2,0
420020,DMG Reduction,,1,-1.0,0
420021,Turn off Physics,,1,3.0,0
420022,Turn off Physics,,1,3.0,0
420023,Super Armor,Immune to most stagger effects after being hit,1,0.35,0
420024,Momentum Strike,,1,-1.0,0
420025,Undeflectable,,1,-1.0,0
420027,Assist Regeneration,,1,1.0,0
420028,Assist Buff,,1,-1.0,0
420029,Assist Buff,,1,-1.0,0
420030,AI Dungeon Damage Boost 1,,1,-1.0,0
420031,AI Dungeon Damage Boost 2,,1,-1.0,0
420032,Assist Regeneration,,1,30.0,0
420033,Assist Buff,,1,-1.0,0
420034,Assist Buff,,1,-1.0,0
420101,Online Mode Healing,Immune to all fatal damage.,1,-1.0,0
420102,Online Mode Other,"Become immune to fatal damage once, then recover 20% HP, and become immune to damage for 1 seconds. Cooldown: #Y10#E seconds.",1,-1.0,0
420103,Guarding Qi Core,Immune to damage for 2 seconds,1,2.0,0
420111,DMG Reduction,,1,-1.0,0
420121,DMG Reduction,,1,-1.0,0
420122,Momentum Strike,,1,-1.0,0
420131,DMG Reduction,,1,-1.0,0
420132,Momentum Strike,,1,-1.0,0
420141,DMG Reduction,,1,-1.0,0
420142,Momentum Strike,,1,-1.0,0
420151,DMG Reduction,,1,-1.0,0
420152,Momentum Strike,,1,-1.0,0
420161,DMG Reduction,,1,-1.0,0
420162,Momentum Strike,,1,-1.0,0
420171,DMG Reduction,,1,-1.0,0
420172,Momentum Strike,,1,-1.0,0
420181,DMG Reduction,,1,-1.0,0
420182,Momentum Strike,,1,-1.0,0
420191,DMG Reduction,,1,-1.0,0
420192,Momentum Strike,,1,-1.0,0
420193,Momentum Strike,,1,-1.0,0
420241,DMG Reduction,,1,-1.0,0
420242,Momentum Strike,,1,-1.0,0
420251,DMG Reduction,,1,-1.0,0
420252,Momentum Strike,,1,-1.0,0
420261,DMG Reduction,,1,-1.0,0
420262,Momentum Strike,,1,-1.0,0
420271,DMG Reduction,,1,-1.0,0
420272,Momentum Strike,,1,-1.0,0
420281,DMG Reduction,,1,-1.0,0
420282,Momentum Strike,,1,-1.0,0
420291,DMG Reduction,,1,-1.0,0
420292,Momentum Strike,,1,-1.0,0
420301,DMG Reduction,,1,-1.0,0
420302,Momentum Strike,,1,-1.0,0
420311,DMG Reduction,,1,-1.0,0
420312,Momentum Strike,,1,-1.0,0
420321,DMG Reduction,,1,-1.0,0
420322,Momentum Strike,,1,-1.0,0
420331,DMG Reduction,,1,-1.0,0
420332,Momentum Strike,,1,-1.0,0
420401,DMG Reduction,,1,-1.0,0
420402,Momentum Strike,,1,-1.0,0
420403,Momentum Strike,,1,-1.0,0
420411,DMG Reduction,,1,-1.0,0
420412,Momentum Strike,,1,-1.0,0
420421,DMG Reduction,,1,-1.0,0
420422,Momentum Strike,,1,-1.0,0
420431,DMG Reduction,,1,-1.0,0
420432,Momentum Strike,,1,-1.0,0
430190,Exhausted,Take increased damage when Qi is empty,1,9.5,0
430201,Stun,"Being stunned, unable to move or cast most skills",1,4.0,0
430202,Slow Down,Movement Speed reduced by 40%,1,6.0,0
430304,Qi Lock,,1,-1.0,0
430305,Death Immunity,,1,-1.0,0
430306,Cannot be Locked,,1,-1.0,0
430307,Immobilized,,1,-1.0,0
430308,Cannot be locked,,1,-1.0,0
431000,Tenacity,Gain Tenacity and become less likely to be staggered.,1,-1.0,0
431001,Drumbeat,Charged Skill damage increased by 15%; mutually exclusive with Breakthrough and has a lower priority compared with Breakthrough.,1,6.0,0
431002,DMG Reduction,Reduces damage taken by 20%,1,16.0,0
431003,Breakthrough,Increases Charged Skill damage by 30% and removes the Endurance cost of charging,1,12.0,0
431004,DMG Reduction,Reduces damage taken by 40%,1,16.0,0
431005,Shocked,Reduces damage dealt by 20%,1,8.0,0
431010,Tenacity,Character become immune to hit stagger and control effect,1,6.0,0
431011,Focus,Greatly increases the charging speed of the next Charged Skill of Thundercry Blade,1,6.0,0
431100,Flower Burial,"Press Heavy Attack quickly to toss umbrella without charging, then press again when the umbrella flies back to trigger a perfect combo",1,12.0,0
431101,Damage Boost,"Increases damage, up to 3 stacks.",3,3.0,0
431102,Replace,,1,12.0,0
431103,Replace,,1,12.0,0
431104,Replace,,1,12.0,0
431105,Flower Burial,"Toss umbrella consecutively, then press again when the umbrella flies back to trigger a perfect combo",1,12.0,0
431106,Flower Burial,,1,1.0,0
431107,Healing Reduction,Reduces healing received by 36%.,1,15.0,0
431108,Tenacity,,1,-1.0,0
431109,Tenacity,,1,12.0,0
431110,Replace,,1,12.0,0
431111,Replace,,1,12.0,0
431112,Replace,,1,12.0,0
431113,Healing Reduction,Reduces healing received by 50%.,1,15.0,0
431200,1st Stage Charge,,1,-1.0,0
431201,2nd Stage Charge,,1,-1.0,0
431202,3rd Stage Charge,,1,-1.0,0
431203,Soul Loss,"At full stacks, enters #JSoulbreak#E state.",7,5.0,0
431204,Soulbreak,Receives 5% more damage and 5% more Qi damage from the applier of this effect.,1,12.0,0
431205,Soulbound,Fleeting Clouds' next Charged Skill applies #JSoul Loss#E to the enemy.,1,-1.0,0
431206,Soul Return,Restores the current Martial Art resource over time.,1,11.0,0
431207,Slow,Slows by 70%.,1,7.0,0
431208,Fleeting Clouds Passive,,1,-1.0,0
431209,Fleeting Clouds Tenacity,,1,-1.0,0
431210,Life Drain,Reduces the resource cost of all Martial Art Skills.,1,12.0,0
431211,Charged Skill Enhancement,Increases the impact of the next Fleeting Clouds Charged Skill.,1,-1.0,0
431212,Qi Damage Vulnerability,Increases Qi damage taken by 40%.,1,8.0,0
431213,Delayed Soul Shatter,,1,0.1,0
431300,Moon Shatter Spring CD,Moon Shatter Spring in cooldown,1,6.0,0
431301,Jadebreak,Increases Projectile skill damage by#Y30%#E. Increases damage with trajectory skills or skills with Heavy Attack Pursuit by #Y10%#E damage. Lasts #Y15#Es.,1,15.0,0
431302,Airborne,,1,2.0,0
431303,Windrider,Enhanced Moon Shatter Spring Activated,1,5.0,0
431305,Death Immunity,,1,-1.0,0
431306,Mo Blade Martial Art Check Before Breakthrough,,1,2.0,0
431307,Lingering Bone,Some skills can cause additional effects on units with Lingering Bone.,1,5.0,0
431310,Moon Shatter Spring CD,Moon Shatter Spring in cooldown,1,4.0,0
431401,Soulbound,"Poisoned, losing HP over time",1,8.1,0
440002,Drowning,"Drowns while swimming, losing HP over time",1,-1.0,0
440003,Cowardice,,1,-1.0,0
440006,Does not lose Qi,,1,-1.0,0
440007,Snatch the Green Ball,,1,,0
440008,Snatch the Green Ball,,1,,0
440009,Transition to Phase 2 HP Lock,,1,-1.0,0
440012,Pushes player away,,1,-1.0,0
440013,Hidden Wooden Eagle,,1,-1.0,0
440014,Wooden Eagle burning,,1,-1.0,0
440015,Cannot be Selected,,1,-1.0,0
440016,Mount Baijie - Court,,1,7.0,0
440017,Mount Baijie - Huihu,,1,7.0,0
440018,Mount Baijie - Court Executable,,1,-1.0,0
440019,Exhausted,Take increased damage when Qi is empty,1,7.0,0
440020,Heaven's Might,"Defying Heaven's Might is an unforgivable crime. Getting struck by Heaven's wrath results in lightning injuries. If hit by a gale, it triggers a thunderstorm, severely damaging meridians.",1,10.0,0
440021,Wind Fury,"The howling black winds can even shred armor. Getting struck by the wind's fury triggers wind injuries. If hit by a lightning bolt, it triggers a thunderstorm, severely damaging meridians.",1,10.0,0
440022,Thunder Enchantment,,1,-1.0,0
440023,Wind Enchantment,,1,-1.0,0
440024,The Court is dead,,1,-1.0,0
440025,Wutu is dead,,1,-1.0,0
440026,Exhausted,Take increased damage when Qi is empty,1,9.5,0
440027,Push player away,,1,-1.0,0
440028,Baijie Enhancement Effect,,1,-1.0,0
440029,Cannot be locked,,1,0.5,0
440030,Push player away,,1,-1.0,0
440031,Thunderstorm Explosion,,1,0.5,0
440032,Let Baijie cast punishment skill,,1,5.5,0
440033,Immune to Baijie's Thunderstorm,,1,-1.0,0
440034,Baijie HP Lock and Recovers,,1,-1.0,0
440035,Push player away 5,,1,-1.0,0
440036,"False resource locked, preventing death and Exhaustion",,1,-1.0,0
440037,Let Baijie eliminate mobs on battlefield,,1,1.0,0
440038,Increase Max HP - First Clear,,1,-1.0,0
440039,Increase Max HP - Guardian,,1,-1.0,0
440040,Increase Max HP - Trial,,1,-1.0,0
440041,99.9% DMG Reduction,,1,-1.0,0
440042,99.9% Qi DMG Reduction,,1,-1.0,0
440043,Lightning Circle hit,,1,0.5,0
440044,Mega Laser,,1,10.0,0
440045,Broken Puppet Replacement F,,1,,0
440046,Airborne Anti Fall_Weak,,1,-1.0,0
440047,Break Lock,,1,-1.0,0
440048,Water-Powered Puppet Theater,,1,-1.0,0
450001,Phase 2,,1,-1.0,0
450002,Hide Cloak,,1,-1.0,0
450003,Immobilized,Immobilized; return to normal after taking damage,1,3.0,0
450004,pb,,1,-1.0,0
450005,Frozen,Frozen. Taking damage removes this effect,1,4.0,0
450006,Defeated,,1,10.0,1
450007,Hidden Mycelium,,1,-1.0,0
450008,Hysteria - Donkey,"During an episode of hysteria, your demeanor and posture resemble that of a donkey, making bystanders also perceive you as a donkey.",1,6.2,0
450009,Mist Interaction,,1,-1.0,0
450010,Super Armor,,1,15.0,0
450011,Super Armor,,1,3.5,0
450012,Invincibility,,1,10.0,0
450013,Marker,,1,-1.0,0
450014,Hysteria - Donkey,"During an episode of hysteria, your demeanor and posture resemble that of a donkey, making bystanders also perceive you as a donkey.",1,12.2,0
450015,Vine Bind,Bound by vines. Deal sufficient damage for the rescue.,1,20.0,0
450019,Startled,"Oh no, my stomach hurts!",1,1.01,0
450020,Immobilized,Danger behind!,1,1.2,0
450021,Startled,Danger behind!,1,5.0,0
450022,Blending In,Blending In,10,20.0,0
450023,Vine Bind,Bound by vines. Deal sufficient damage for the rescue.,5,20.0,0
450024,Damage Boost,Next attack will deal increased damage!,12,20.0,0
450025,Hysteria - Donkey,"During an episode of hysteria, your demeanor and posture resemble that of a donkey, making bystanders also perceive you as a donkey.",1,120.0,0
450026,Do Not Collide With Vines,,1,23.0,0
450027,Do Not Collide With Vines - Removed in 3 Seconds,,1,3.0,0
450028,Do Not Collide With Vines Removed,,1,1.0,0
450029,Donkey Herd Mark Removed,,1,1.0,0
450030,Player Riding Donkey Gains Super Armor,,1,30.0,0
450031,New Donkey,"During an episode of hysteria, your demeanor and posture resemble that of a donkey, making bystanders also perceive you as a donkey.",1,120.0,0
450032,Overwhelmed by Foul Odor,"Overwhelmed by foul odor, Physical Attack reduced by 10%.",1,8.0,0
450033,Levitation Curse Call Out,Levitation Curse,1,4.0,0
450034,Vine Prison Call Out,Vine Prison,1,7.0,0
450035,Floating,Levitation Curse,1,12.0,0
450036,Dispel,,1,3.0,0
450037,Invincibility,Invincibility,1,2.0,0
450038,Followed by Donkey,,1,5.0,0
450039,Qi Lock,,1,-1.0,0
450040,Ground Slam,,1,6.0,0
450042,Poison,"Deals HP damage over time, stacking up to 10 times.",10,5.0,0
450043,Super Armor,,1,-1.0,0
450044,Donkey Fart Allergy,Donkey Fart Allergy,1,1800.0,0
450045,Donkey Transformation,"Reduces Max HP by 5% each time you are transformed into a donkey, stacking up to 10 times.",10,1800.0,0
450046,Hysteria - Donkey Form,"During an episode of hysteria, your demeanor and posture resemble that of a donkey, making bystanders also perceive you as a donkey.",1,120.0,0
450047,Immunity - Donkey Transformation,Donkey transformation will not be triggered again in 5 minutes,1,300.0,0
450051,Intoxicated,,1,30.0,0
450052,Ghostly Steps,,1,-1.0,0
450053,Fire Enchantment,,1,30.0,0
450054,Lock HP,,1,-1.0,0
450055,Invincibility,,1,-1.0,0
450056,Immobilized,"Zhao Tu's Mystic Skill has reached Peak Perfection, making the immobilization effect immune to control removal.",1,8.0,0
450057,Hide the interface.,,1,-1.0,0
450058,Blind,,1,8.0,0
450059,Drink Wine to Recover Health,,1,1.0,0
450060,"Teach Me, Senior","This blessing is mine to keep! Essence gain efficiency increased by 50%, Mystic Skill cooldown reduced by 50%",1,-1.0,0
450061,Boiling Blood,Ten years of drinking ice cannot cool a boiling heart!,1,30.0,0
500001,Enhance,Become Greatly Enhanced,1,30.0,0
500002,Enhance,Damage Immunity,1,30.0,0
500003,Fire Vulnerability,Increases flame damage taken,1,-1.0,0
800001,Control Immunity,Immune from crowd control effects and most stagger effects after being hit,1,0.6,0
800002,Super Armor,Immune to most stagger effects after being hit,1,2.0,0
800003,Taunt,,1,10.0,0
800004,Taunt,Transfer a percentage of damage dealt over a certain period to the buff's source,1,10.0,0
800005,Fragile,Increased Damage Taken,1,10.0,0
900000,Thunder Shock,,1,900.0,0
900001,Disguise,You can use the identity of the person you are disguised as,1,,0
900002,Precision,,1,,0
900003,Disguise,You can use the identity of the person you are disguised as,1,900.0,0
900004,Cannot be Selected,,1,-1.0,0
910001,"Invincible, cannot be selected",,1,3600.0,0
910002,Own Military Flag,"Inspired by Military Flag, increasing HP damage dealt by 20%.",1,3600.0,0
910003,Protection,"Protected by shield, reducing HP damage taken by 80%.",1,3600.0,0
910004,Electrified,"Electrified, taking damage over time.",1,15.0,0
910005,HP locked at 10%,,1,3600.0,0
910006,HP locked at 0.01%,,1,3600.0,0
910007,Formation Enhancement,,1,3600.0,0
910008,Archer Call Out Mark,,1,12.0,0
910009,Focus Fire Mark,,1,3600.0,0
910010,Immobilized,,1,12.0,0
910011,Cannot be Selected,,1,3600.0,0
910012,Invincibility,,1,3600.0,0
910013,Military Flag Change HP,,1,3600.0,0
910014,Swordsman Wind Wall Mark,,1,3600.0,0
910015,Wutu Death Forced Invisibility,,1,3600.0,0
910016,For Shield Soldier Formation Enhancement Mark,,1,3600.0,0
910017,Archer Sequence Mark 1,,1,3600.0,0
910018,Archer Sequence Mark 2,,1,3600.0,0
910019,Archer Sequence Mark 3,,1,3600.0,0
910020,Archer Sequence Mark 4,,1,3600.0,0
910021,Archer Sequence Mark 5,,1,3600.0,0
910022,Archer Sequence Mark 6,,1,3600.0,0
910023,Attack Military Flag Birdman Mark,,1,3600.0,0
910024,Player in Wind Wall Mark,,1,3600.0,0
910025,Bash Call Out Mark,,1,3600.0,0
910026,Immobilized,Stunned.,1,12.0,0
910027,Super Armor,,1,3600.0,0
910028,Immune to Exhaustion,,1,3600.0,0
910029,Birdman Damage Boost,HP damage increases.,10,3600.0,0
910030,Military Flag Healing Over Time,Restores HP over time.,1,3600.0,0
910031,Archer Sequence Mark 7,,1,3600.0,0
910032,Archer Sequence Mark 8,,1,3600.0,0
910033,Military Flag Track Mark Buff,,1,3600.0,0
910034,Archer Deflection Bar Regeneration,,1,1.0,0
910035,Military Flag Settlement Point Replacement,,1,3600.0,0
910101,AI Teammate Mark 1,,1,3600.0,0
910102,AI Teammate Mark 2,,1,3600.0,0
910103,AI Teammate Mark 3,,1,3600.0,0
910104,Stability 2,,1,3600.0,0
910105,Stability 1,,1,3600.0,0
910106,Invisibility + Change Collision,,1,3600.0,0
910107,Rock Explosion Vulnerability,"Struck by a rock explosion, significantly increasing damage taken from subsequent rock explosions.",1,10.0,0
910108,Earth Fiend Deity Vulnerability,"Stunned, increasing HP damage taken by 20%.",1,8.0,0
910109,Sand Explosion Call Out Mark 1,,1,3600.0,0
910110,Rolling Attack Call Out Mark,,1,3600.0,0
910111,Sand Explosion Call Out Mark 2,,1,3600.0,0
910112,Stability 0,,1,3600.0,0
910113,Earthquake Ground Damage,,1,3600.0,0
910114,Qi Damage Taken Multiplier,,1,3600.0,0
910115,Horse Dance Frenzy,,1,3600.0,0
910116,Horse Dance Restores Full Qi,,1,3.0,0
910117,Herbal Recovery,Continuously receiving healing.,1,5.5,0
910118,Poisoned,Poisoned.,1,12.5,0
910119,Flower Tracking Mark Buff,,1,3600.0,0
910120,Damage Bonus,Increased damage taken from Horse Dance Trample.,10,3600.0,0
930001,Buddha's Light Lock,,1,5.0,0
930002,Divine Retribution Lock,,1,5.0,0
930003,Blast Lock,,1,5.0,0
930004,Statue Block,,1,5.0,0
930005,Scepter cannot coexist,,1,5.0,0
930006,Golden Shield,,1,3.0,0
930007,Tank,,1,-1.0,0
930008,Invincibility,,1,-1.0,0
930009,Qi Lock,,1,-1.0,0
930010,Invincibility,,1,5.0,0
930011,Defeated,,1,10.0,0
930012,Buddha's Light Lock,,1,5.0,0
930013,Buddha's Light Lock,,1,5.0,0
930014,Buddha's Light Lock,,1,5.0,0
930015,Main Array Mark,,1,5.0,0
930016,Enlargement Buff,,1,999.0,0
930017,Enlargement Buff,,1,999.0,0
930018,Invisibility Buff,,1,999.0,0
930019,Aibuff,,1,30.0,0
930020,Aibuff,,1,30.0,0
930021,Aibuff,,1,30.0,0
930022,Aibuff,,1,30.0,0
930023,Aibuff,,1,999.0,0
930024,Cannot be Selected,,1,75.0,0
930025,Invincibility,,1,-1.0,0
930026,Aibuff,,1,30.0,0
930027,Aibuff,,1,999.0,0
930028,Aibuff,,1,999.0,0
930029,Aibuff,,1,999.0,0
930030,Aibuff,,1,999.0,0
930031,Aibuff,,1,999.0,0
930032,Bleeding Over Time,"Bleeding, losing HP over time",10,45.0,0
930033,Aibuff,,1,999.0,0
930034,Aibuff,,1,20.0,0
930035,Invincibility,,1,20.0,0
930036,Invincibility,,1,-1.0,0
930037,"Invincible, cannot be selected",,1,3600.0,0
930038,Super Armor,,1,3600.0,0
930039,Immune to Exhaustion,,1,3600.0,0
930040,HP locked at 10%,,1,3600.0,0
930041,Cannot be Selected,,1,3600.0,0
930042,Invincibility,,1,3600.0,0
930043,HP locked at 0.01%,,1,3600.0,0
930044,Deduct Qi,,1,1.5,0
930045,Obtain Battle Will,,1,3600.0,0
930046,Defeated,,1,10.0,0
930047,Invincibility,"Being stunned, unable to move or cast most skills",1,2.0,0
930048,Stunned,"Being stunned, unable to move or cast most skills",1,5.0,0
940000,Preparation Phase,,1,7.0,0
940001,Intoxication,The wine of the Jade Pool is fragrant and intoxicating; prolonged exposure makes one forget to return.,1,5.0,0
950000,Preparing tournament...,,1,3600.0,0
950001,PC Account Takeover Silence,PC account takeover detected in Debate Contest! Silenced status prevents skill usage!,1,-1.0,0
950002,Level 96 Jadeware Set,,1,-1.0,0
950003,Level 96 Formbend Set,,1,-1.0,0
950004,Level 96 Hawkwing Set,,1,-1.0,0
950005,Level 96 Eaglerise Set,,1,-1.0,0
950006,Level 96 Rainwhisper Set,,1,-1.0,0
950007,Level 96 Moonflare Set,,1,-1.0,0
950008,Level 96 Swallowcall Set,,1,-1.0,0
950009,Level 96 Calmwaters Set,,1,-1.0,0
950010,Level 96 Veil of the Willow Set,,1,-1.0,0
950011,Level 96 Beyond the Chill Set,,1,-1.0,0
950012,Level 96 Ivorybloom Set,,1,-1.0,0
950013,Level 96 Whirlsnow Set,,1,-1.0,0
950014,Level 96 Starlink Set,,1,-1.0,0
950015,Level 96 Jade Embrace Set,,1,-1.0,0
950016,Level 96 Mountaincleaver Set,,1,-1.0,0
950017,Level 96 Shadowplate Set,,1,-1.0,0
950018,Level 96 Featherdrinker Set,,1,-1.0,0
950019,Level 96 Startlestring Set,,1,-1.0,0
950020,Level 96 Shadowchaser Set,,1,-1.0,0
950021,Level 96 Galeburst Set,,1,-1.0,0
950022,Level 96 Ripplestride Set,,1,-1.0,0
950023,Level 96 Yue Shan's Descent Set,,1,-1.0,0
950024,Level 96 A Name in the Crowd Set,,1,-1.0,0
960000,Disguised with Felt Hat,,1,300.0,0
960001,Disguise as a Commoner,"Now that you are disguised as a commoner, help Zhuge Ha restore the confidence of Qing Qingqing in the troupe. This effect is removed when you continue progressing in the \""Hundred Acts\"" quest.",1,-1.0,0
960002,Young Master,,1,-1.0,0
960003,Wang Qing,Trapped in the Game,1,-1.0,0
960004,Last Emperor,,1,-1.0,0
960005,Wang Qing - Prime,,1,-1.0,0
960006,Wang Qing 2,,1,-1.0,0
960211,Poisoned,"Poisoned, losing HP over time",5,10.0,0
970001,Slow Down,,1,300.0,0
970002,Shield,Each stack grants an HP shield equal to 10% of Max HP.,30,17.0,0
970005,Bleeding Over Time,"Attacked by the Blood Coffin's Phantom Slash, losing HP over time",10,50.0,0
970006,Fake Coffin Mark,,1,-1.0,0
970007,Real Coffin Mark,,1,-1.0,0
970009,Slow Down,,1,300.0,0
970014,Invincibility,Invincibility,1,-1.0,0
970015,Shadow Coffin Mark,,1,-1.0,0
970016,Smash Coffin Mark,,1,-1.0,0
970020,,Righteous Execution,1,-1.0,0
970021,Slow Down,,1,300.0,0
970022,Gravity,,1,10.0,0
970023,Gravity,,1,10.0,0
970024,Gravity,,1,10.0,0
970025,Super Armor,,1,3600.0,0
970026,Knocked Out,Resolving killing intent exposes Wu Can's weakness,100,20.0,0
970027,Enlarge,,1,3600.0,0
